Frequency (Hz)	Level (dB)
2.691650	-61.112335
5.383301	-59.367874
8.074951	-56.742020
10.766602	-49.565590
13.458252	-52.349201
16.149902	-64.420570
18.841553	-50.870209
21.533203	-47.261555
24.224854	-53.215370
26.916504	-50.613392
29.608154	-53.989910
32.299805	-46.857426
34.991455	-49.002670
37.683105	-47.836845
40.374756	-52.704151
43.066406	-56.251961
45.758057	-46.909760
48.449707	-41.073463
51.141357	-42.279221
53.833008	-44.443684
56.524658	-45.015251
59.216309	-67.685234
61.907959	-43.374870
64.599609	-38.794136
67.291260	-41.396938
69.982910	-40.934616
72.674561	-45.468571
75.366211	-57.935169
78.057861	-48.831287
80.749512	-48.468655
83.441162	-51.159321
86.132813	-75.527626
88.824463	-41.046875
91.516113	-43.332840
94.207764	-50.400234
96.899414	-48.078224
99.591064	-45.068378
102.282715	-41.683270
104.974365	-37.169640
107.666016	-43.339611
110.357666	-40.554752
113.049316	-42.184525
115.740967	-38.621765
118.432617	-31.074715
121.124268	-30.042450
123.815918	-27.170006
126.507568	-23.518534
129.199219	-24.887218
131.890869	-23.125080
134.582520	-24.803888
137.274170	-23.520382
139.965820	-27.637974
142.657471	-32.066093
145.349121	-28.252159
148.040771	-27.046326
150.732422	-35.701965
153.424072	-39.397686
156.115723	-40.618717
158.807373	-51.147251
161.499023	-39.264534
164.190674	-36.035000
166.882324	-37.367283
169.573975	-35.545490
172.265625	-21.147266
174.957275	-14.969980
177.648926	-21.189850
180.340576	-27.109735
183.032227	-37.876743
185.723877	-31.901978
188.415527	-27.372568
191.107178	-32.786354
193.798828	-31.381769
196.490479	-44.451580
199.182129	-28.677691
201.873779	-23.594543
204.565430	-25.581005
207.257080	-39.344013
209.948730	-23.782223
212.640381	-24.440413
215.332031	-37.862061
218.023682	-25.719992
220.715332	-16.137177
223.406982	-12.285951
226.098633	-16.981577
228.790283	-18.740759
231.481934	-18.752964
234.173584	-35.205814
236.865234	-27.092672
239.556885	-30.341820
242.248535	-46.900776
244.940186	-37.123817
247.631836	-31.318262
250.323486	-24.121838
253.015137	-21.681032
255.706787	-25.483639
258.398438	-26.236088
261.090088	-26.563841
263.781738	-39.382050
266.473389	-64.246674
269.165039	-49.279655
271.856689	-50.035324
274.548340	-42.384537
277.239990	-38.284546
279.931641	-40.223667
282.623291	-32.494381
285.314941	-33.683064
288.006592	-47.012123
290.698242	-35.849014
293.389893	-36.315670
296.081543	-37.742523
298.773193	-40.790649
301.464844	-41.379261
304.156494	-35.048122
306.848145	-36.561562
309.539795	-35.872070
312.231445	-30.051758
314.923096	-29.117916
317.614746	-29.460855
320.306396	-32.945469
322.998047	-37.124432
325.689697	-33.408287
328.381348	-33.738934
331.072998	-34.791080
333.764648	-30.373426
336.456299	-36.155937
339.147949	-46.276039
341.839600	-36.168369
344.531250	-42.940708
347.222900	-28.492668
349.914551	-25.252106
352.606201	-26.854748
355.297852	-25.925123
357.989502	-30.747347
360.681152	-46.337849
363.372803	-36.356640
366.064453	-37.078499
368.756104	-41.619049
371.447754	-38.195225
374.139404	-30.116377
376.831055	-29.602602
379.522705	-37.640831
382.214355	-33.252815
384.906006	-27.962887
387.597656	-31.486509
390.289307	-32.394386
392.980957	-32.118763
395.672607	-28.287540
398.364258	-30.201244
401.055908	-34.702351
403.747559	-43.064953
406.439209	-34.568676
409.130859	-38.039738
411.822510	-39.043095
414.514160	-34.973122
417.205811	-36.952190
419.897461	-44.599602
422.589111	-41.982731
425.280762	-37.592140
427.972412	-38.155964
430.664063	-34.459549
433.355713	-38.608677
436.047363	-34.046661
438.739014	-25.892712
441.430664	-26.467493
444.122314	-30.958752
446.813965	-32.382298
449.505615	-29.024742
452.197266	-27.408134
454.888916	-32.901073
457.580566	-33.968655
460.272217	-28.435026
462.963867	-31.707483
465.655518	-34.163219
468.347168	-38.471569
471.038818	-40.804680
473.730469	-44.335766
476.422119	-47.481083
479.113770	-48.986847
481.805420	-49.644070
484.497070	-44.900726
487.188721	-51.500648
489.880371	-52.812328
492.572021	-54.018246
495.263672	-59.612732
497.955322	-47.924274
500.646973	-50.909992
503.338623	-48.080780
506.030273	-44.151257
508.721924	-45.364304
511.413574	-41.512466
514.105225	-43.955837
516.796875	-47.477932
519.488525	-41.373966
522.180176	-39.680740
524.871826	-36.326698
527.563477	-38.833851
530.255127	-46.774494
532.946777	-50.833828
535.638428	-43.819675
538.330078	-49.370689
541.021729	-56.111252
543.713379	-45.179741
546.405029	-52.514061
549.096680	-45.235386
551.788330	-41.692223
554.479980	-43.502098
557.171631	-50.459702
559.863281	-49.577824
562.554932	-56.052811
565.246582	-49.256248
567.938232	-49.837463
570.629883	-44.631489
573.321533	-41.356651
576.013184	-37.196144
578.704834	-39.955883
581.396484	-44.668903
584.088135	-44.181732
586.779785	-52.413692
589.471436	-53.972363
592.163086	-50.056774
594.854736	-50.337849
597.546387	-41.418297
600.238037	-45.545513
602.929688	-50.064426
605.621338	-51.658943
608.312988	-47.967503
611.004639	-49.585873
613.696289	-44.929646
616.387939	-53.549206
619.079590	-57.845055
621.771240	-49.537716
624.462891	-52.741962
627.154541	-53.323586
629.846191	-53.361977
632.537842	-42.390499
635.229492	-35.142281
637.921143	-38.721092
640.612793	-62.992531
643.304443	-53.206963
645.996094	-41.326267
648.687744	-43.353622
651.379395	-44.845039
654.071045	-48.251244
656.762695	-47.572102
659.454346	-46.262489
662.145996	-43.353596
664.837646	-36.804703
667.529297	-35.670181
670.220947	-44.285477
672.912598	-50.064114
675.604248	-52.184151
678.295898	-43.826210
680.987549	-45.888832
683.679199	-45.964520
686.370850	-53.858120
689.062500	-41.216839
691.754150	-44.686920
694.445801	-42.627926
697.137451	-44.229580
699.829102	-37.783699
702.520752	-38.619621
705.212402	-42.817181
707.904053	-45.837521
710.595703	-48.149624
713.287354	-44.105904
715.979004	-48.787106
718.670654	-45.227600
721.362305	-40.795353
724.053955	-36.962585
726.745605	-40.111034
729.437256	-44.345463
732.128906	-52.251526
734.820557	-38.742500
737.512207	-39.655750
740.203857	-39.460964
742.895508	-33.751690
745.587158	-43.734821
748.278809	-51.230591
750.970459	-46.365829
753.662109	-50.327469
756.353760	-44.235725
759.045410	-45.074043
761.737061	-46.968945
764.428711	-54.071796
767.120361	-50.819820
769.812012	-53.033367
772.503662	-70.602325
775.195313	-48.964184
777.886963	-54.278358
780.578613	-48.154583
783.270264	-46.643181
785.961914	-47.183762
788.653564	-43.478321
791.345215	-44.802513
794.036865	-52.684093
796.728516	-52.249531
799.420166	-56.851482
802.111816	-45.390999
804.803467	-40.579819
807.495117	-40.363991
810.186768	-38.237896
812.878418	-38.583042
815.570068	-43.433788
818.261719	-45.599396
820.953369	-50.377048
823.645020	-44.374535
826.336670	-57.530937
829.028320	-45.687344
831.719971	-47.031322
834.411621	-54.146393
837.103271	-49.946487
839.794922	-44.337334
842.486572	-49.280781
845.178223	-48.868027
847.869873	-47.931503
850.561523	-44.268612
853.253174	-46.781933
855.944824	-65.897736
858.636475	-50.382294
861.328125	-55.208118
864.019775	-51.306522
866.711426	-50.418728
869.403076	-50.062469
872.094727	-62.033684
874.786377	-59.147324
877.478027	-57.485916
880.169678	-42.133289
882.861328	-44.596413
885.552979	-47.088310
888.244629	-43.907703
890.936279	-43.030273
893.627930	-40.070656
896.319580	-42.340343
899.011230	-48.631554
901.702881	-46.510414
904.394531	-48.780224
907.086182	-59.341347
909.777832	-53.506485
912.469482	-47.519718
915.161133	-45.289753
917.852783	-41.632072
920.544434	-42.125580
923.236084	-47.724163
925.927734	-44.531719
928.619385	-48.238342
931.311035	-46.541626
934.002686	-50.331173
936.694336	-54.527245
939.385986	-51.979221
942.077637	-49.353474
944.769287	-54.113884
947.460938	-42.032661
950.152588	-42.339882
952.844238	-39.676701
955.535889	-40.011616
958.227539	-45.046158
960.919189	-47.541908
963.610840	-43.405281
966.302490	-43.577656
968.994141	-44.322674
971.685791	-48.579533
974.377441	-51.395664
977.069092	-48.546738
979.760742	-59.648178
982.452393	-42.167988
985.144043	-40.425194
987.835693	-44.106892
990.527344	-48.152519
993.218994	-62.985497
995.910645	-70.774803
998.602295	-48.092117
1001.293945	-48.298862
1003.985596	-42.942532
1006.677246	-38.895256
1009.368896	-39.996460
1012.060547	-36.461689
1014.752197	-37.507351
1017.443848	-37.393341
1020.135498	-35.031494
1022.827148	-41.352497
1025.518799	-50.297890
1028.210449	-47.839096
1030.902100	-47.907471
1033.593750	-42.711300
1036.285400	-48.690395
1038.977051	-62.903645
1041.668701	-57.668518
1044.360352	-49.688168
1047.052002	-50.935215
1049.743652	-53.755959
1052.435303	-53.097839
1055.126953	-51.034203
1057.818604	-56.163883
1060.510254	-50.110344
1063.201904	-53.778873
1065.893555	-58.320515
1068.585205	-59.700352
1071.276855	-57.445816
1073.968506	-54.738796
1076.660156	-52.722672
1079.351807	-51.651775
1082.043457	-55.531094
1084.735107	-60.077343
1087.426758	-55.558517
1090.118408	-51.731770
1092.810059	-53.054157
1095.501709	-67.689156
1098.193359	-53.171619
1100.885010	-52.341568
1103.576660	-56.953362
1106.268311	-56.767082
1108.959961	-53.641048
1111.651611	-56.413013
1114.343262	-53.577595
1117.034912	-51.370346
1119.726563	-53.216045
1122.418213	-55.951149
1125.109863	-53.628956
1127.801514	-76.640488
1130.493164	-56.424763
1133.184814	-55.015507
1135.876465	-53.910183
1138.568115	-63.205379
1141.259766	-60.650658
1143.951416	-55.016788
1146.643066	-59.731258
1149.334717	-53.913673
1152.026367	-55.499523
1154.718018	-57.900558
1157.409668	-46.845234
1160.101318	-45.480606
1162.792969	-46.161079
1165.484619	-55.011345
1168.176270	-50.947044
1170.867920	-57.010880
1173.559570	-61.908352
1176.251221	-62.931854
1178.942871	-51.199139
1181.634521	-54.547806
1184.326172	-61.150898
1187.017822	-52.280464
1189.709473	-51.723663
1192.401123	-52.633499
1195.092773	-53.994450
1197.784424	-54.899750
1200.476074	-55.927280
1203.167725	-56.993168
1205.859375	-53.782181
1208.551025	-47.970509
1211.242676	-48.128361
1213.934326	-55.353378
1216.625977	-52.984505
1219.317627	-48.992550
1222.009277	-49.629459
1224.700928	-49.992382
1227.392578	-51.041622
1230.084229	-47.577866
1232.775879	-46.548946
1235.467529	-64.640968
1238.159180	-59.355881
1240.850830	-49.931087
1243.542480	-65.793068
1246.234131	-52.437313
1248.925781	-52.418938
1251.617432	-59.265106
1254.309082	-52.570576
1257.000732	-66.758774
1259.692383	-51.374187
1262.384033	-48.217415
1265.075684	-48.105919
1267.767334	-56.038055
1270.458984	-71.641838
1273.150635	-53.298809
1275.842285	-52.044071
1278.533936	-54.908092
1281.225586	-54.469074
1283.917236	-55.896900
1286.608887	-60.018353
1289.300537	-51.997314
1291.992188	-54.254913
1294.683838	-63.848999
1297.375488	-64.779129
1300.067139	-53.407681
1302.758789	-55.582783
1305.450439	-53.220123
1308.142090	-50.151146
