Frequency (Hz)	Level (dB)
2.691650	-56.416733
5.383301	-59.631626
8.074951	-56.817539
10.766602	-74.820930
13.458252	-55.711960
16.149902	-57.111309
18.841553	-50.680313
21.533203	-49.461906
24.224854	-52.877502
26.916504	-56.585052
29.608154	-47.919514
32.299805	-52.352753
34.991455	-54.494839
37.683105	-58.206249
40.374756	-51.826473
43.066406	-54.876930
45.758057	-50.664551
48.449707	-49.015438
51.141357	-44.074535
53.833008	-49.925053
56.524658	-54.101540
59.216309	-44.513855
61.907959	-40.210197
64.599609	-46.021122
67.291260	-61.957951
69.982910	-44.643780
72.674561	-49.758224
75.366211	-65.823792
78.057861	-54.583233
80.749512	-59.916241
83.441162	-46.530727
86.132813	-47.560673
88.824463	-50.651188
91.516113	-53.479000
94.207764	-57.656948
96.899414	-53.943352
99.591064	-47.164715
102.282715	-37.034447
104.974365	-35.765957
107.666016	-38.974644
110.357666	-47.478096
113.049316	-47.628265
115.740967	-44.414803
118.432617	-40.277275
121.124268	-38.078770
123.815918	-29.055481
126.507568	-29.649378
129.199219	-35.010651
131.890869	-34.678696
134.582520	-40.931252
137.274170	-30.781466
139.965820	-36.161663
142.657471	-36.799683
145.349121	-27.364748
148.040771	-31.213961
150.732422	-48.784641
153.424072	-39.868637
156.115723	-27.898102
158.807373	-24.015272
161.499023	-24.764807
164.190674	-44.631111
166.882324	-32.013462
169.573975	-35.197563
172.265625	-38.369354
174.957275	-44.907322
177.648926	-39.237110
180.340576	-39.785393
183.032227	-37.299526
185.723877	-32.621838
188.415527	-34.340328
191.107178	-29.476067
193.798828	-36.866077
196.490479	-33.715359
199.182129	-29.158848
201.873779	-40.235237
204.565430	-34.121723
207.257080	-32.942371
209.948730	-25.246017
212.640381	-22.017914
215.332031	-33.378304
218.023682	-26.455002
220.715332	-26.676220
223.406982	-18.280125
226.098633	-22.599651
228.790283	-25.825686
231.481934	-27.595819
234.173584	-45.283428
236.865234	-31.653402
239.556885	-33.745010
242.248535	-31.774620
244.940186	-34.216354
247.631836	-38.778072
250.323486	-22.372709
253.015137	-23.090315
255.706787	-29.213818
258.398438	-32.338589
261.090088	-27.623707
263.781738	-34.808746
266.473389	-36.267612
269.165039	-37.383335
271.856689	-43.176712
274.548340	-50.130085
277.239990	-43.042324
279.931641	-37.469521
282.623291	-39.383480
285.314941	-44.147152
288.006592	-31.578512
290.698242	-34.988575
293.389893	-41.943966
296.081543	-46.451015
298.773193	-37.726414
301.464844	-37.850719
304.156494	-34.649410
306.848145	-31.961864
309.539795	-40.251900
312.231445	-32.435444
314.923096	-32.060955
317.614746	-24.395330
320.306396	-25.859158
322.998047	-29.017529
325.689697	-28.894114
328.381348	-34.976307
331.072998	-44.284439
333.764648	-47.275887
336.456299	-40.206879
339.147949	-33.982628
341.839600	-30.683308
344.531250	-31.361465
347.222900	-44.309750
349.914551	-43.254166
352.606201	-41.870007
355.297852	-46.266186
357.989502	-39.339821
360.681152	-42.203270
363.372803	-38.002308
366.064453	-33.483196
368.756104	-32.961025
371.447754	-49.765751
374.139404	-46.069485
376.831055	-41.750412
379.522705	-37.977917
382.214355	-38.492290
384.906006	-38.574615
387.597656	-41.500233
390.289307	-42.781513
392.980957	-45.004192
395.672607	-36.346439
398.364258	-38.444862
401.055908	-50.151409
403.747559	-52.263298
406.439209	-44.616547
409.130859	-47.163467
411.822510	-40.135265
414.514160	-38.557995
417.205811	-42.634960
419.897461	-41.242237
422.589111	-39.280270
425.280762	-41.741909
427.972412	-40.509300
430.664063	-41.916374
433.355713	-35.757622
436.047363	-36.717270
438.739014	-39.985947
441.430664	-36.847988
444.122314	-38.217373
446.813965	-42.428295
449.505615	-55.104477
452.197266	-50.110840
454.888916	-46.277294
457.580566	-52.834396
460.272217	-39.539219
462.963867	-43.103760
465.655518	-39.930222
468.347168	-35.639191
471.038818	-35.730148
473.730469	-33.636509
476.422119	-33.661213
479.113770	-35.266121
481.805420	-35.370937
484.497070	-36.898041
487.188721	-43.379562
489.880371	-47.236660
492.572021	-53.361042
495.263672	-36.026150
497.955322	-29.845484
500.646973	-24.511522
503.338623	-21.105164
506.030273	-21.789495
508.721924	-28.794430
511.413574	-36.311699
514.105225	-59.646805
516.796875	-45.474972
519.488525	-34.053738
522.180176	-34.738777
524.871826	-51.185440
527.563477	-47.748539
530.255127	-45.000504
532.946777	-48.828697
535.638428	-57.693386
538.330078	-45.741241
541.021729	-42.786533
543.713379	-44.669956
