Frequency (Hz)	Level (dB)
2.691650	-53.053112
5.383301	-55.328533
8.074951	-63.484772
10.766602	-55.322929
13.458252	-69.879684
16.149902	-61.805042
18.841553	-49.779499
21.533203	-51.841797
24.224854	-54.462212
26.916504	-60.945942
29.608154	-57.321186
32.299805	-63.556145
34.991455	-72.180542
37.683105	-54.828465
40.374756	-53.524765
43.066406	-56.830189
45.758057	-57.026897
48.449707	-45.639088
51.141357	-40.973759
53.833008	-57.481556
56.524658	-66.072731
59.216309	-46.268223
61.907959	-40.898357
64.599609	-49.166634
67.291260	-55.336727
69.982910	-64.040657
72.674561	-52.799023
75.366211	-50.231190
78.057861	-45.562374
80.749512	-46.397915
83.441162	-39.823715
86.132813	-34.916039
88.824463	-33.031052
91.516113	-40.177551
94.207764	-49.509476
96.899414	-29.813076
99.591064	-25.272797
102.282715	-29.258062
104.974365	-35.962639
107.666016	-47.815269
110.357666	-34.072582
113.049316	-33.167156
115.740967	-33.557388
118.432617	-32.662762
121.124268	-27.843189
123.815918	-26.866817
126.507568	-43.219410
129.199219	-34.357662
131.890869	-31.204361
134.582520	-36.250732
137.274170	-27.372049
139.965820	-26.982777
142.657471	-29.211006
145.349121	-42.241455
148.040771	-33.997398
150.732422	-39.688408
153.424072	-37.830635
156.115723	-39.298283
158.807373	-40.213413
161.499023	-32.377026
164.190674	-35.537220
166.882324	-33.387341
169.573975	-30.926933
172.265625	-43.624100
174.957275	-42.613750
177.648926	-35.166412
180.340576	-44.531372
183.032227	-30.228571
185.723877	-33.328159
188.415527	-36.370613
191.107178	-32.835262
193.798828	-31.789879
196.490479	-32.467220
199.182129	-34.810310
201.873779	-30.601696
204.565430	-24.055777
207.257080	-22.964260
209.948730	-32.491463
212.640381	-34.327492
215.332031	-24.793442
218.023682	-33.287468
220.715332	-19.697760
223.406982	-10.545495
226.098633	-9.844448
228.790283	-28.511227
231.481934	-22.467175
234.173584	-27.092674
236.865234	-30.336239
239.556885	-31.965267
242.248535	-26.947563
244.940186	-27.821177
247.631836	-33.579754
250.323486	-36.622059
253.015137	-32.576290
255.706787	-29.932499
258.398438	-34.278770
261.090088	-30.385916
263.781738	-44.065212
266.473389	-36.535252
269.165039	-42.711823
271.856689	-40.344990
274.548340	-40.417042
277.239990	-56.069328
279.931641	-33.565674
282.623291	-29.761724
285.314941	-32.102474
288.006592	-42.487129
290.698242	-36.321465
293.389893	-30.999592
296.081543	-32.173916
298.773193	-27.700764
301.464844	-22.376051
304.156494	-34.463890
306.848145	-35.522743
309.539795	-41.383709
312.231445	-26.233250
314.923096	-27.176397
317.614746	-37.634193
320.306396	-36.005608
322.998047	-31.569784
325.689697	-30.821177
328.381348	-30.191240
331.072998	-35.212601
333.764648	-40.202412
336.456299	-30.168825
339.147949	-30.684362
341.839600	-33.839863
344.531250	-38.953953
347.222900	-46.499371
349.914551	-41.554905
352.606201	-32.919971
355.297852	-31.685532
357.989502	-45.143517
360.681152	-42.092922
363.372803	-46.401752
366.064453	-42.395882
368.756104	-48.408112
371.447754	-41.496574
374.139404	-43.529739
376.831055	-44.557201
379.522705	-50.842468
382.214355	-48.538410
384.906006	-41.478756
387.597656	-42.517456
390.289307	-44.269390
392.980957	-44.193436
395.672607	-54.704414
398.364258	-42.888172
401.055908	-46.268242
403.747559	-41.486790
406.439209	-57.202000
409.130859	-46.606506
411.822510	-41.348946
414.514160	-37.700897
417.205811	-48.757679
419.897461	-45.220383
422.589111	-52.074020
425.280762	-55.109959
427.972412	-45.774845
430.664063	-38.834969
433.355713	-43.908379
436.047363	-34.208340
438.739014	-33.304073
441.430664	-33.814095
444.122314	-39.711929
446.813965	-25.846556
449.505615	-13.085814
452.197266	-12.684216
454.888916	-29.465639
457.580566	-62.699097
460.272217	-40.984840
462.963867	-37.327503
465.655518	-34.497616
468.347168	-34.291958
471.038818	-39.487240
473.730469	-39.495556
476.422119	-40.881435
479.113770	-38.957493
481.805420	-30.896744
484.497070	-36.505249
487.188721	-48.902779
489.880371	-48.798534
492.572021	-41.361534
495.263672	-35.001934
497.955322	-41.193108
500.646973	-45.718681
503.338623	-39.885048
506.030273	-42.387543
508.721924	-42.559303
511.413574	-42.792057
514.105225	-43.805004
516.796875	-43.459652
519.488525	-37.847820
522.180176	-37.822227
524.871826	-43.896492
527.563477	-36.226101
530.255127	-39.553448
532.946777	-56.795742
535.638428	-40.290314
538.330078	-42.046856
541.021729	-56.537868
543.713379	-50.495987
546.405029	-52.021320
549.096680	-43.545906
551.788330	-45.148991
554.479980	-46.614525
557.171631	-48.513798
559.863281	-57.827606
562.554932	-51.977867
565.246582	-45.066036
567.938232	-46.145233
570.629883	-49.754913
573.321533	-49.280743
576.013184	-42.784447
578.704834	-41.829136
581.396484	-48.625957
584.088135	-56.174431
586.779785	-47.044483
589.471436	-45.137714
592.163086	-59.863667
594.854736	-44.670422
597.546387	-49.907829
600.238037	-48.395115
602.929688	-68.052498
605.621338	-49.166142
608.312988	-49.428818
611.004639	-51.352592
613.696289	-50.354435
616.387939	-54.555027
619.079590	-58.630981
621.771240	-73.982132
624.462891	-58.620903
627.154541	-49.142097
629.846191	-43.571022
632.537842	-50.130047
635.229492	-55.272732
637.921143	-56.989727
640.612793	-49.228733
643.304443	-52.612236
645.996094	-49.807091
648.687744	-51.919956
651.379395	-53.197769
654.071045	-52.737427
656.762695	-49.585850
659.454346	-51.556244
662.145996	-51.563457
664.837646	-54.482475
667.529297	-53.088638
670.220947	-51.796085
672.912598	-47.254719
675.604248	-42.035690
678.295898	-47.559311
680.987549	-51.691715
683.679199	-60.869316
686.370850	-52.244888
689.062500	-56.711662
691.754150	-50.783463
694.445801	-43.151283
697.137451	-46.717690
699.829102	-52.661423
702.520752	-44.369930
705.212402	-41.863369
707.904053	-45.749966
710.595703	-53.112972
713.287354	-46.754066
715.979004	-44.877720
718.670654	-43.662659
721.362305	-47.608677
724.053955	-45.926502
726.745605	-45.288719
729.437256	-44.447403
732.128906	-51.661198
734.820557	-61.987419
737.512207	-52.903252
740.203857	-43.189678
742.895508	-45.957539
745.587158	-49.508354
748.278809	-40.231102
750.970459	-41.265656
753.662109	-46.291008
756.353760	-61.031799
759.045410	-65.358902
761.737061	-57.782066
764.428711	-55.575279
767.120361	-53.139542
769.812012	-51.209255
772.503662	-52.410957
775.195313	-48.324688
777.886963	-49.319054
780.578613	-56.432800
783.270264	-52.198479
785.961914	-57.293133
788.653564	-64.616135
791.345215	-55.888008
794.036865	-52.462601
796.728516	-60.469357
799.420166	-62.457619
802.111816	-62.116898
804.803467	-52.106827
807.495117	-61.571236
810.186768	-47.306377
812.878418	-47.626762
815.570068	-53.386433
818.261719	-50.345840
820.953369	-60.361591
823.645020	-50.562607
826.336670	-47.762257
829.028320	-49.025383
831.719971	-61.520123
834.411621	-54.120251
837.103271	-51.306347
839.794922	-63.743103
842.486572	-50.831139
845.178223	-49.130238
847.869873	-54.938049
850.561523	-62.470863
853.253174	-57.400032
855.944824	-57.406075
858.636475	-61.760929
861.328125	-52.203396
864.019775	-56.444805
866.711426	-79.978920
869.403076	-66.804558
872.094727	-54.710472
874.786377	-54.383305
877.478027	-52.316936
880.169678	-55.874535
882.861328	-72.554726
885.552979	-52.683987
888.244629	-49.122719
890.936279	-52.648117
893.627930	-55.301651
896.319580	-55.579388
899.011230	-47.822273
901.702881	-42.843098
904.394531	-55.793606
907.086182	-55.958138
909.777832	-54.496460
912.469482	-51.959202
915.161133	-54.450851
917.852783	-55.762051
920.544434	-52.345776
923.236084	-68.411507
925.927734	-49.589481
928.619385	-43.566193
931.311035	-32.662598
934.002686	-33.735569
936.694336	-47.820553
939.385986	-53.611504
942.077637	-52.783981
944.769287	-52.287735
947.460938	-60.428707
950.152588	-58.619484
952.844238	-62.221714
955.535889	-60.165707
958.227539	-58.874008
960.919189	-56.377354
963.610840	-61.109806
966.302490	-60.866425
968.994141	-66.244392
971.685791	-63.745003
974.377441	-64.390541
977.069092	-59.874313
979.760742	-59.139256
982.452393	-63.192017
985.144043	-68.567047
987.835693	-60.131104
990.527344	-61.037418
993.218994	-59.601269
995.910645	-61.125591
998.602295	-60.406086
1001.293945	-73.875580
1003.985596	-61.991901
1006.677246	-58.022766
1009.368896	-71.480507
1012.060547	-61.816933
1014.752197	-64.224525
1017.443848	-58.461437
1020.135498	-52.393108
1022.827148	-60.105782
1025.518799	-53.039761
1028.210449	-55.689732
1030.902100	-54.675171
1033.593750	-52.133614
1036.285400	-49.475128
1038.977051	-74.641556
1041.668701	-54.762501
1044.360352	-48.488873
1047.052002	-51.580109
1049.743652	-55.774235
1052.435303	-56.550461
1055.126953	-67.226006
1057.818604	-57.263638
1060.510254	-61.587154
1063.201904	-61.443764
1065.893555	-55.191601
1068.585205	-48.470463
1071.276855	-51.116993
1073.968506	-63.691261
1076.660156	-59.634079
1079.351807	-58.990688
1082.043457	-68.369003
1084.735107	-63.265148
1087.426758	-58.657600
1090.118408	-57.268600
1092.810059	-56.726246
1095.501709	-57.818390
1098.193359	-61.380032
1100.885010	-60.161919
1103.576660	-64.470413
1106.268311	-56.230671
1108.959961	-51.864738
1111.651611	-50.185009
1114.343262	-55.623600
1117.034912	-58.092651
1119.726563	-60.349834
1122.418213	-56.402630
1125.109863	-46.426613
1127.801514	-49.868107
1130.493164	-69.506653
1133.184814	-62.648579
1135.876465	-66.492393
