Frequency (Hz)	Level (dB)
2.691650	-53.920822
5.383301	-63.387268
8.074951	-61.425220
10.766602	-59.580330
13.458252	-59.148449
16.149902	-54.944496
18.841553	-52.539684
21.533203	-60.329109
24.224854	-51.319847
26.916504	-46.247280
29.608154	-57.044121
32.299805	-51.764015
34.991455	-49.048206
37.683105	-48.539230
40.374756	-57.089157
43.066406	-63.416294
45.758057	-62.241669
48.449707	-49.965981
51.141357	-44.961720
53.833008	-48.915878
56.524658	-64.712860
59.216309	-53.338879
61.907959	-40.961365
64.599609	-45.584217
67.291260	-53.480736
69.982910	-62.309361
72.674561	-68.361443
75.366211	-56.439659
78.057861	-59.329807
80.749512	-57.794762
83.441162	-51.688183
86.132813	-57.425282
88.824463	-54.389080
91.516113	-57.429520
94.207764	-59.596375
96.899414	-62.689606
99.591064	-49.622440
102.282715	-50.075760
104.974365	-49.554932
107.666016	-48.080040
110.357666	-59.714050
113.049316	-54.678349
115.740967	-43.771320
118.432617	-44.023407
121.124268	-37.001774
123.815918	-31.360424
126.507568	-45.659393
129.199219	-47.494274
131.890869	-38.394600
134.582520	-50.525772
137.274170	-48.563988
139.965820	-41.984386
142.657471	-27.221457
145.349121	-25.517912
148.040771	-40.656551
150.732422	-53.302151
153.424072	-49.971306
156.115723	-44.713272
158.807373	-44.263702
161.499023	-38.062187
164.190674	-31.076109
166.882324	-36.899734
169.573975	-55.413570
172.265625	-44.532284
174.957275	-36.117157
177.648926	-35.432625
180.340576	-41.603855
183.032227	-24.510006
185.723877	-26.120934
188.415527	-19.112907
191.107178	-17.593987
193.798828	-17.935076
196.490479	-18.688568
199.182129	-26.609409
201.873779	-33.375229
204.565430	-26.954155
207.257080	-23.850513
209.948730	-20.682518
212.640381	-10.994708
215.332031	-16.540020
218.023682	-35.358688
220.715332	-31.144239
223.406982	-27.661800
226.098633	-25.755705
228.790283	-36.946491
231.481934	-29.096962
234.173584	-45.642326
236.865234	-35.980999
239.556885	-45.382233
242.248535	-38.409981
244.940186	-31.201332
247.631836	-27.954233
250.323486	-43.535549
253.015137	-37.254665
255.706787	-42.772888
258.398438	-56.163422
261.090088	-45.168552
263.781738	-43.082439
266.473389	-37.936554
269.165039	-37.394279
271.856689	-48.124084
274.548340	-59.613235
277.239990	-48.453918
279.931641	-42.261932
282.623291	-43.932941
285.314941	-57.725773
288.006592	-42.903656
290.698242	-47.466793
293.389893	-40.370323
296.081543	-41.773830
298.773193	-46.231091
301.464844	-44.076603
304.156494	-47.270481
306.848145	-42.407223
309.539795	-43.462997
312.231445	-62.550915
314.923096	-39.305317
317.614746	-36.230450
320.306396	-48.533440
322.998047	-59.387501
325.689697	-37.150227
328.381348	-38.477772
331.072998	-50.523586
333.764648	-62.751240
336.456299	-46.458782
339.147949	-43.901207
341.839600	-47.873917
344.531250	-47.890709
347.222900	-43.236279
349.914551	-42.963440
352.606201	-52.704048
355.297852	-43.675774
357.989502	-47.102005
360.681152	-40.415577
363.372803	-37.118282
366.064453	-36.230900
368.756104	-33.416473
371.447754	-27.404932
374.139404	-25.687563
376.831055	-26.683533
379.522705	-31.907761
382.214355	-47.365482
384.906006	-34.587955
387.597656	-30.574148
390.289307	-47.302231
392.980957	-41.051796
395.672607	-44.337955
398.364258	-44.299198
401.055908	-40.218460
403.747559	-44.505573
406.439209	-46.768242
409.130859	-49.143291
411.822510	-49.045288
414.514160	-50.985619
417.205811	-51.651680
419.897461	-39.950996
422.589111	-29.329853
425.280762	-19.157146
427.972412	-24.681343
430.664063	-41.451447
433.355713	-42.180794
436.047363	-55.073727
438.739014	-48.437912
441.430664	-48.182945
