Frequency (Hz)	Level (dB)
2.691650	-63.903645
5.383301	-70.677048
8.074951	-75.878998
10.766602	-78.838791
13.458252	-81.998474
16.149902	-78.107231
18.841553	-76.560440
21.533203	-77.143120
24.224854	-77.495049
26.916504	-72.300682
29.608154	-71.127792
32.299805	-68.223007
34.991455	-72.231766
37.683105	-73.600868
40.374756	-69.789459
43.066406	-71.145401
45.758057	-72.997513
48.449707	-61.186913
51.141357	-56.393631
53.833008	-65.512421
56.524658	-76.748512
59.216309	-78.876564
61.907959	-80.311890
64.599609	-85.470078
67.291260	-78.923409
69.982910	-75.076294
72.674561	-77.620270
75.366211	-78.148735
78.057861	-81.452736
80.749512	-76.217117
83.441162	-69.771423
86.132813	-73.023270
88.824463	-70.640747
91.516113	-77.410309
94.207764	-77.617760
96.899414	-76.287079
99.591064	-59.832310
102.282715	-59.778664
104.974365	-76.756920
107.666016	-82.516655
110.357666	-66.288528
113.049316	-67.317375
115.740967	-70.545029
118.432617	-63.230797
121.124268	-64.950966
123.815918	-64.844620
126.507568	-64.856659
129.199219	-72.022850
131.890869	-69.064583
134.582520	-64.750092
137.274170	-63.183559
139.965820	-60.662464
142.657471	-52.307762
145.349121	-48.838154
148.040771	-48.328888
150.732422	-46.575943
153.424072	-47.738453
156.115723	-56.682327
158.807373	-55.518406
161.499023	-60.909130
164.190674	-65.507919
166.882324	-70.240150
169.573975	-68.597572
172.265625	-58.076672
174.957275	-63.819782
177.648926	-59.879475
180.340576	-54.435871
183.032227	-56.554081
185.723877	-56.880920
188.415527	-56.018196
191.107178	-55.272831
193.798828	-53.064476
196.490479	-51.494831
199.182129	-57.549896
201.873779	-68.540222
204.565430	-57.021236
207.257080	-57.080746
209.948730	-78.169182
212.640381	-63.819008
215.332031	-65.540771
218.023682	-80.794067
220.715332	-67.366440
223.406982	-57.538170
226.098633	-50.490459
228.790283	-53.239544
231.481934	-48.166786
234.173584	-53.003922
236.865234	-58.672016
239.556885	-71.241791
242.248535	-55.155838
244.940186	-63.951283
247.631836	-63.121948
250.323486	-58.372070
253.015137	-53.628540
255.706787	-54.240799
258.398438	-56.515221
261.090088	-47.286404
263.781738	-48.598289
266.473389	-54.145504
269.165039	-51.152702
271.856689	-48.777653
274.548340	-51.547478
277.239990	-60.322098
279.931641	-55.748554
282.623291	-53.639332
285.314941	-55.079243
288.006592	-43.814384
290.698242	-42.235424
293.389893	-38.437962
296.081543	-39.237339
298.773193	-40.597214
301.464844	-41.575630
304.156494	-44.159458
306.848145	-45.178356
309.539795	-52.603065
312.231445	-59.712013
314.923096	-53.205070
317.614746	-57.582008
320.306396	-55.406631
322.998047	-58.836479
325.689697	-67.464981
328.381348	-60.568790
331.072998	-60.840317
333.764648	-58.900356
336.456299	-63.321308
339.147949	-59.822441
341.839600	-57.589672
344.531250	-57.983902
347.222900	-58.119068
349.914551	-63.966122
352.606201	-57.359913
355.297852	-57.119461
357.989502	-60.475315
360.681152	-62.919308
363.372803	-65.113266
366.064453	-68.577164
368.756104	-61.389549
371.447754	-67.829788
374.139404	-65.302780
376.831055	-62.826042
379.522705	-63.577625
382.214355	-62.850193
384.906006	-63.183872
387.597656	-66.753113
390.289307	-60.360722
392.980957	-62.953705
395.672607	-70.665863
398.364258	-59.406384
401.055908	-64.338226
403.747559	-67.018387
406.439209	-59.354801
409.130859	-53.753544
411.822510	-53.219978
414.514160	-65.000900
417.205811	-59.829102
419.897461	-56.775074
