Frequency (Hz)	Level (dB)
2.691650	-48.428356
5.383301	-51.462654
8.074951	-59.205284
10.766602	-59.848747
13.458252	-57.623638
16.149902	-57.173569
18.841553	-46.441814
21.533203	-44.639999
24.224854	-47.878075
26.916504	-46.134434
29.608154	-45.587269
32.299805	-46.023632
34.991455	-53.236916
37.683105	-48.298782
40.374756	-51.145905
43.066406	-48.753811
45.758057	-46.203144
48.449707	-47.722836
51.141357	-40.911221
53.833008	-37.451756
56.524658	-42.024673
59.216309	-50.719948
61.907959	-34.915131
64.599609	-30.780682
67.291260	-31.252817
69.982910	-31.212170
72.674561	-31.011009
75.366211	-33.074440
78.057861	-39.920513
80.749512	-45.400436
83.441162	-39.567158
86.132813	-44.922791
88.824463	-45.766018
91.516113	-43.063957
94.207764	-40.920391
96.899414	-55.699810
99.591064	-37.499519
102.282715	-34.865963
104.974365	-36.224224
107.666016	-35.806915
110.357666	-34.947853
113.049316	-42.763317
115.740967	-28.976175
118.432617	-30.881567
121.124268	-42.280331
123.815918	-26.235308
126.507568	-26.634838
129.199219	-25.985634
131.890869	-29.294960
134.582520	-39.287941
137.274170	-30.825247
139.965820	-28.965790
142.657471	-31.038908
145.349121	-32.373207
148.040771	-29.522423
150.732422	-37.033489
153.424072	-42.054405
156.115723	-36.533089
158.807373	-32.864899
161.499023	-37.910717
164.190674	-36.797531
166.882324	-30.559099
169.573975	-39.206741
172.265625	-39.893604
174.957275	-27.650898
177.648926	-21.841579
180.340576	-23.000710
183.032227	-29.370026
185.723877	-22.612238
188.415527	-22.230904
191.107178	-25.437580
193.798828	-23.763260
196.490479	-39.450253
199.182129	-20.200954
201.873779	-18.222057
204.565430	-23.604378
207.257080	-20.309849
209.948730	-19.080233
212.640381	-26.645668
215.332031	-22.514555
218.023682	-19.876448
220.715332	-24.542452
223.406982	-21.554506
226.098633	-27.120626
228.790283	-22.554789
231.481934	-33.354012
234.173584	-27.389431
236.865234	-25.071341
239.556885	-21.254755
242.248535	-20.420403
244.940186	-25.426762
247.631836	-28.944557
250.323486	-35.892342
253.015137	-30.321405
255.706787	-30.140587
258.398438	-44.535000
261.090088	-42.157799
263.781738	-44.044353
266.473389	-42.569889
269.165039	-40.289101
271.856689	-35.534737
274.548340	-32.449276
277.239990	-32.062153
279.931641	-35.033512
282.623291	-40.055054
285.314941	-35.815269
288.006592	-35.464985
290.698242	-42.678822
293.389893	-44.607868
296.081543	-42.614582
298.773193	-38.859196
301.464844	-45.147842
304.156494	-42.541424
306.848145	-38.398952
309.539795	-36.011440
312.231445	-38.937038
314.923096	-30.951336
317.614746	-30.673897
320.306396	-36.788609
322.998047	-35.184963
325.689697	-33.384518
328.381348	-38.080715
331.072998	-26.357113
333.764648	-23.737139
336.456299	-23.100512
339.147949	-24.792442
341.839600	-30.305813
344.531250	-30.602577
347.222900	-37.784138
349.914551	-35.537701
352.606201	-27.311098
355.297852	-22.582109
357.989502	-25.394625
360.681152	-32.399662
363.372803	-31.538504
366.064453	-32.798065
368.756104	-35.846214
371.447754	-33.395721
374.139404	-42.039421
376.831055	-37.981037
379.522705	-38.394032
382.214355	-36.157528
384.906006	-44.744488
387.597656	-44.379841
390.289307	-44.507996
392.980957	-31.528557
395.672607	-33.380154
398.364258	-40.265839
401.055908	-35.324268
403.747559	-39.951130
406.439209	-42.791889
409.130859	-37.046467
411.822510	-29.468779
414.514160	-31.278269
417.205811	-38.818710
419.897461	-37.011379
422.589111	-35.604450
425.280762	-61.139771
427.972412	-44.395546
430.664063	-46.641983
433.355713	-31.733194
436.047363	-31.044355
438.739014	-36.960068
441.430664	-38.279278
444.122314	-35.034294
446.813965	-51.777607
449.505615	-32.233662
452.197266	-27.507936
454.888916	-31.297606
457.580566	-42.011429
460.272217	-41.700359
462.963867	-39.914486
465.655518	-39.968197
468.347168	-43.527889
471.038818	-45.551640
473.730469	-40.056152
476.422119	-39.245216
479.113770	-39.488857
481.805420	-42.927589
484.497070	-46.137543
487.188721	-51.115993
489.880371	-57.973042
492.572021	-53.016644
495.263672	-48.830647
497.955322	-53.006718
500.646973	-60.199932
503.338623	-50.498844
506.030273	-47.395119
508.721924	-54.386932
511.413574	-46.555740
514.105225	-46.467739
516.796875	-49.064297
519.488525	-54.805519
522.180176	-42.984993
524.871826	-39.876324
527.563477	-45.318779
530.255127	-57.083584
532.946777	-48.140518
535.638428	-51.283535
538.330078	-40.946613
541.021729	-41.951721
543.713379	-45.311390
546.405029	-50.298370
549.096680	-56.307205
551.788330	-53.724014
554.479980	-47.224854
557.171631	-43.137108
559.863281	-45.569115
562.554932	-48.426411
565.246582	-56.285480
567.938232	-61.591896
570.629883	-57.723301
573.321533	-44.975933
576.013184	-47.878120
578.704834	-47.843147
581.396484	-42.915112
584.088135	-40.497383
586.779785	-42.762711
589.471436	-50.528351
592.163086	-46.191082
594.854736	-45.044266
597.546387	-50.710743
600.238037	-47.943592
602.929688	-46.571751
605.621338	-47.566540
608.312988	-51.262672
611.004639	-43.427547
613.696289	-48.961971
616.387939	-57.921463
619.079590	-46.964153
621.771240	-54.946480
624.462891	-42.453178
627.154541	-50.557133
629.846191	-42.529297
632.537842	-40.572170
635.229492	-44.988808
637.921143	-44.771759
640.612793	-43.469051
643.304443	-53.136848
645.996094	-46.920284
648.687744	-44.538132
651.379395	-49.117680
654.071045	-47.423363
656.762695	-41.330746
659.454346	-42.267536
662.145996	-48.601486
664.837646	-55.098709
667.529297	-48.764565
670.220947	-49.096252
672.912598	-46.862289
675.604248	-40.726810
678.295898	-32.951279
680.987549	-30.320154
683.679199	-35.102345
686.370850	-50.207844
689.062500	-47.752369
691.754150	-57.753487
694.445801	-58.973759
697.137451	-54.089729
699.829102	-54.218220
702.520752	-49.472961
705.212402	-49.924332
707.904053	-51.745304
710.595703	-45.843910
713.287354	-48.340473
715.979004	-39.430260
718.670654	-40.989655
721.362305	-53.878067
724.053955	-44.540363
726.745605	-51.793476
729.437256	-41.027119
732.128906	-40.641468
734.820557	-49.610455
737.512207	-56.887127
740.203857	-53.246155
742.895508	-49.483299
745.587158	-52.872574
748.278809	-47.487503
750.970459	-52.432823
753.662109	-48.170067
756.353760	-44.357101
759.045410	-43.434238
761.737061	-45.575382
764.428711	-49.142731
767.120361	-43.730682
769.812012	-53.210720
772.503662	-42.667671
775.195313	-46.103874
777.886963	-53.073811
780.578613	-53.098358
783.270264	-48.837128
785.961914	-49.134499
788.653564	-45.095329
791.345215	-51.533527
794.036865	-46.999729
796.728516	-45.570778
799.420166	-45.931957
802.111816	-44.203030
804.803467	-35.861866
807.495117	-34.779984
810.186768	-39.938717
812.878418	-38.969101
815.570068	-46.639442
818.261719	-41.431255
820.953369	-49.880051
823.645020	-48.064686
826.336670	-47.267536
829.028320	-49.500290
831.719971	-50.865200
834.411621	-42.033867
837.103271	-40.100605
839.794922	-41.250614
842.486572	-49.793102
845.178223	-43.175827
847.869873	-47.106003
850.561523	-49.038280
853.253174	-46.287872
855.944824	-57.193138
858.636475	-44.099274
861.328125	-38.894714
864.019775	-45.267178
866.711426	-47.795639
869.403076	-44.791027
872.094727	-43.743748
874.786377	-59.237766
877.478027	-43.949333
880.169678	-43.005890
882.861328	-46.107544
885.552979	-51.803425
888.244629	-39.703163
890.936279	-40.631222
893.627930	-46.438919
