Frequency (Hz)	Level (dB)
2.691650	-54.896774
5.383301	-58.269054
8.074951	-54.890484
10.766602	-65.016983
13.458252	-52.719597
16.149902	-47.811462
18.841553	-41.732368
21.533203	-46.524952
24.224854	-58.155632
26.916504	-48.312637
29.608154	-49.113403
32.299805	-48.683872
34.991455	-48.119980
37.683105	-45.857990
40.374756	-40.716175
43.066406	-42.249718
45.758057	-45.330563
48.449707	-49.725353
51.141357	-44.747688
53.833008	-45.063488
56.524658	-49.043762
59.216309	-39.674591
61.907959	-42.623123
64.599609	-41.087898
67.291260	-47.887741
69.982910	-41.282219
72.674561	-41.520004
75.366211	-63.082390
78.057861	-46.055607
80.749512	-56.153576
83.441162	-45.300652
86.132813	-60.497509
88.824463	-48.656872
91.516113	-49.167194
94.207764	-56.316902
96.899414	-51.095001
99.591064	-47.877575
102.282715	-37.849155
104.974365	-39.051701
107.666016	-44.511292
110.357666	-36.758656
113.049316	-39.524590
115.740967	-40.572777
118.432617	-30.791904
121.124268	-34.665920
123.815918	-27.713549
126.507568	-27.945538
129.199219	-32.858967
131.890869	-41.654778
134.582520	-29.256977
137.274170	-35.514240
139.965820	-35.059032
142.657471	-30.710199
145.349121	-27.045542
148.040771	-34.476330
150.732422	-41.067871
153.424072	-40.135956
156.115723	-39.181198
158.807373	-34.855247
161.499023	-31.267756
164.190674	-36.592766
166.882324	-38.212578
169.573975	-44.488083
172.265625	-40.160149
174.957275	-44.050568
177.648926	-31.127464
180.340576	-30.997927
183.032227	-22.289051
185.723877	-16.811714
188.415527	-13.106355
191.107178	-14.816129
193.798828	-17.455265
196.490479	-16.157213
199.182129	-21.867767
201.873779	-19.062654
204.565430	-26.109280
207.257080	-34.126766
209.948730	-24.915997
212.640381	-38.393421
215.332031	-28.425262
218.023682	-37.905773
220.715332	-18.230305
223.406982	-17.958296
226.098633	-22.594931
228.790283	-34.411789
231.481934	-21.222425
234.173584	-17.053555
236.865234	-17.014643
239.556885	-18.009636
242.248535	-20.611971
244.940186	-19.289288
247.631836	-25.063473
250.323486	-24.481773
253.015137	-24.562891
255.706787	-26.466806
258.398438	-25.444368
261.090088	-29.766869
263.781738	-34.098824
266.473389	-40.506805
269.165039	-39.796017
271.856689	-40.953827
274.548340	-38.122833
277.239990	-42.979321
279.931641	-40.539928
282.623291	-39.048660
285.314941	-34.429199
288.006592	-37.962009
290.698242	-49.926964
293.389893	-42.737831
296.081543	-59.095608
298.773193	-54.790409
301.464844	-45.392971
304.156494	-50.992039
306.848145	-40.520973
309.539795	-42.802578
312.231445	-36.889614
314.923096	-37.415421
317.614746	-40.621201
320.306396	-39.271267
322.998047	-33.366848
325.689697	-30.898478
328.381348	-32.836399
331.072998	-35.811188
333.764648	-31.148523
336.456299	-35.101475
339.147949	-36.586891
341.839600	-32.261303
344.531250	-32.932755
347.222900	-34.115162
349.914551	-38.140762
352.606201	-32.306934
355.297852	-39.554241
357.989502	-34.267406
360.681152	-53.087044
363.372803	-36.166378
366.064453	-31.208027
368.756104	-25.514786
371.447754	-22.244968
374.139404	-19.315027
376.831055	-20.805717
379.522705	-26.603218
382.214355	-32.830914
384.906006	-22.287865
387.597656	-23.852856
390.289307	-25.892893
392.980957	-24.393911
395.672607	-24.385742
398.364258	-25.760201
401.055908	-33.268063
403.747559	-35.215099
406.439209	-35.305038
409.130859	-34.683132
411.822510	-35.869839
414.514160	-45.463516
417.205811	-35.543480
419.897461	-47.263588
422.589111	-41.132355
425.280762	-45.300697
427.972412	-40.808323
430.664063	-40.479839
433.355713	-41.435974
436.047363	-39.050362
438.739014	-35.185165
441.430664	-34.201233
444.122314	-35.108673
446.813965	-35.260563
449.505615	-37.493683
452.197266	-40.541580
454.888916	-45.930820
457.580566	-39.751511
460.272217	-37.650826
462.963867	-40.824390
465.655518	-37.497326
468.347168	-42.570107
471.038818	-67.938828
473.730469	-46.646076
476.422119	-37.236889
479.113770	-38.420303
481.805420	-43.664143
484.497070	-44.074772
487.188721	-60.212261
489.880371	-47.015789
492.572021	-55.056862
495.263672	-54.189259
497.955322	-46.718853
500.646973	-52.732662
503.338623	-48.387863
506.030273	-44.925732
508.721924	-45.107838
511.413574	-52.859039
514.105225	-55.736897
516.796875	-47.102531
519.488525	-49.115505
522.180176	-51.526817
524.871826	-49.046261
527.563477	-49.254025
530.255127	-48.974339
532.946777	-52.180553
535.638428	-52.651947
538.330078	-49.510925
541.021729	-53.717983
543.713379	-46.770901
546.405029	-46.915226
549.096680	-45.310509
551.788330	-51.145992
554.479980	-55.134022
557.171631	-44.724186
559.863281	-38.706131
562.554932	-37.430595
565.246582	-38.457371
567.938232	-38.378822
570.629883	-36.353214
573.321533	-35.708179
576.013184	-33.813705
578.704834	-32.870861
581.396484	-47.583153
584.088135	-34.499416
586.779785	-38.021324
589.471436	-33.353809
592.163086	-31.486721
594.854736	-31.519384
597.546387	-33.342846
600.238037	-35.304447
602.929688	-38.188774
605.621338	-48.540211
608.312988	-37.113060
611.004639	-38.452873
613.696289	-42.930882
616.387939	-48.492855
619.079590	-47.908176
621.771240	-50.685146
624.462891	-48.168720
627.154541	-48.055229
629.846191	-47.248650
632.537842	-55.827965
635.229492	-58.846893
637.921143	-59.586479
