Frequency (Hz)	Level (dB)
2.691650	-54.726494
5.383301	-65.855377
8.074951	-62.532032
10.766602	-56.954872
13.458252	-67.135391
16.149902	-58.277462
18.841553	-61.014423
21.533203	-54.868385
24.224854	-48.175236
26.916504	-48.270321
29.608154	-56.967449
32.299805	-53.570454
34.991455	-56.163429
37.683105	-54.182716
40.374756	-50.297764
43.066406	-54.064980
45.758057	-50.973270
48.449707	-53.660263
51.141357	-47.108936
53.833008	-50.436413
56.524658	-56.090282
59.216309	-49.584423
61.907959	-55.111721
64.599609	-63.748276
67.291260	-66.119034
69.982910	-56.138580
72.674561	-52.974651
75.366211	-65.657913
78.057861	-52.205536
80.749512	-57.165543
83.441162	-56.283127
86.132813	-50.591702
88.824463	-48.180912
91.516113	-52.106869
94.207764	-44.323711
96.899414	-39.737045
99.591064	-37.289127
102.282715	-50.960854
104.974365	-51.816715
107.666016	-57.007957
110.357666	-53.056450
113.049316	-45.325439
115.740967	-39.015465
118.432617	-39.803665
121.124268	-35.164650
123.815918	-34.340412
126.507568	-33.554161
129.199219	-42.032887
131.890869	-35.639462
134.582520	-36.320313
137.274170	-46.415031
139.965820	-45.146889
142.657471	-37.374718
145.349121	-39.403061
148.040771	-56.481945
150.732422	-42.899311
153.424072	-47.935646
156.115723	-41.193413
158.807373	-48.920441
161.499023	-44.081833
164.190674	-48.663212
166.882324	-44.683048
169.573975	-48.637669
172.265625	-39.419369
174.957275	-41.037224
177.648926	-34.769367
180.340576	-32.944012
183.032227	-32.830128
185.723877	-42.613182
188.415527	-33.089962
191.107178	-31.334993
193.798828	-41.095966
196.490479	-17.568621
199.182129	-17.196232
201.873779	-29.249313
204.565430	-38.569836
207.257080	-44.707954
209.948730	-45.069050
212.640381	-42.756443
215.332031	-36.703533
218.023682	-31.617195
220.715332	-32.123009
223.406982	-27.897455
226.098633	-28.640173
228.790283	-30.357454
231.481934	-31.340147
234.173584	-31.292494
236.865234	-28.919006
239.556885	-29.002281
242.248535	-32.560780
244.940186	-39.658215
247.631836	-34.655071
250.323486	-36.115417
253.015137	-34.383144
255.706787	-36.859863
258.398438	-36.451164
261.090088	-29.674368
263.781738	-33.606712
266.473389	-37.924618
269.165039	-46.482670
271.856689	-41.662868
274.548340	-39.012817
277.239990	-38.886005
279.931641	-26.093365
282.623291	-18.957920
285.314941	-25.981075
288.006592	-30.522709
290.698242	-37.290119
293.389893	-53.281517
296.081543	-40.901588
298.773193	-42.242401
301.464844	-35.922379
304.156494	-42.569866
306.848145	-34.135387
309.539795	-36.164352
312.231445	-35.757256
314.923096	-37.968082
317.614746	-35.945168
320.306396	-43.204327
322.998047	-52.358528
325.689697	-40.771111
328.381348	-40.478909
331.072998	-47.531418
333.764648	-36.377094
336.456299	-33.957813
339.147949	-39.387127
341.839600	-37.425083
344.531250	-36.903591
347.222900	-41.164932
349.914551	-41.334167
352.606201	-43.490303
355.297852	-40.204750
357.989502	-49.365253
360.681152	-44.574070
363.372803	-61.342415
366.064453	-41.344833
368.756104	-39.306995
371.447754	-48.716873
374.139404	-38.965485
376.831055	-38.921959
379.522705	-43.079048
382.214355	-39.536217
384.906006	-39.852356
387.597656	-37.063637
390.289307	-44.352482
392.980957	-36.999969
395.672607	-30.504993
398.364258	-39.972630
401.055908	-37.714260
403.747559	-37.690132
406.439209	-44.824390
409.130859	-35.314873
411.822510	-35.070866
414.514160	-46.073353
417.205811	-45.601189
419.897461	-48.593151
422.589111	-35.626476
425.280762	-28.963015
427.972412	-33.608833
430.664063	-34.659592
433.355713	-36.454235
436.047363	-39.738873
438.739014	-37.567348
441.430664	-37.602028
444.122314	-39.524536
446.813965	-39.641350
449.505615	-34.996105
452.197266	-35.744236
454.888916	-42.898113
457.580566	-47.683548
460.272217	-45.575214
462.963867	-49.022945
465.655518	-40.064510
468.347168	-34.525623
471.038818	-37.918198
473.730469	-37.272823
476.422119	-32.754246
479.113770	-34.618599
481.805420	-27.869925
484.497070	-27.762852
487.188721	-46.054512
489.880371	-43.535908
492.572021	-37.651295
495.263672	-34.074791
497.955322	-43.655930
500.646973	-48.415497
503.338623	-45.251148
506.030273	-52.109615
508.721924	-46.062527
511.413574	-41.674774
514.105225	-37.211117
516.796875	-37.704800
519.488525	-54.291615
522.180176	-40.037533
524.871826	-45.308121
527.563477	-46.548656
530.255127	-46.715641
532.946777	-47.891411
535.638428	-50.944130
538.330078	-51.835705
541.021729	-46.848621
543.713379	-55.066528
546.405029	-43.598465
549.096680	-45.087292
551.788330	-54.107456
554.479980	-68.974373
557.171631	-50.996201
559.863281	-46.927814
562.554932	-42.086536
565.246582	-30.482960
567.938232	-32.439980
570.629883	-41.802280
573.321533	-42.028084
576.013184	-44.596806
578.704834	-48.767948
581.396484	-57.737144
584.088135	-50.452877
586.779785	-53.281830
589.471436	-57.021420
592.163086	-49.116383
594.854736	-48.581520
597.546387	-49.595692
600.238037	-48.251427
602.929688	-47.361626
605.621338	-49.195820
608.312988	-54.900253
611.004639	-60.378799
613.696289	-50.489609
616.387939	-53.281353
619.079590	-45.237545
621.771240	-43.972614
624.462891	-58.352303
627.154541	-48.019226
629.846191	-45.705799
632.537842	-47.265957
635.229492	-48.495987
637.921143	-47.277088
640.612793	-59.996929
643.304443	-63.408775
645.996094	-52.321621
648.687744	-49.460014
651.379395	-52.756756
654.071045	-59.397324
656.762695	-53.492043
659.454346	-49.524204
662.145996	-50.234200
664.837646	-58.882904
667.529297	-51.991791
670.220947	-70.659523
672.912598	-53.942066
675.604248	-63.918003
678.295898	-53.642944
680.987549	-55.582928
683.679199	-48.372566
686.370850	-45.195766
689.062500	-43.644142
691.754150	-42.975300
694.445801	-42.326241
697.137451	-46.957958
699.829102	-49.125603
702.520752	-50.745781
705.212402	-46.798985
707.904053	-48.483162
710.595703	-48.446026
713.287354	-56.093311
715.979004	-51.236931
718.670654	-52.521618
721.362305	-61.896687
724.053955	-49.832844
726.745605	-47.566952
729.437256	-53.565445
732.128906	-54.826538
734.820557	-52.708584
737.512207	-45.560947
740.203857	-44.544357
742.895508	-54.327858
745.587158	-49.832848
748.278809	-61.864975
750.970459	-51.764687
753.662109	-49.649323
756.353760	-49.048473
759.045410	-46.525661
761.737061	-46.938591
764.428711	-43.594345
767.120361	-48.556633
769.812012	-49.284786
772.503662	-45.747887
775.195313	-47.931778
777.886963	-51.492653
780.578613	-44.858639
783.270264	-44.578396
785.961914	-45.622929
788.653564	-48.988613
791.345215	-53.653728
794.036865	-49.503117
796.728516	-60.353622
799.420166	-45.063992
802.111816	-51.716518
804.803467	-52.000854
807.495117	-50.038525
810.186768	-44.207767
812.878418	-49.148853
815.570068	-46.518131
818.261719	-68.090439
820.953369	-59.387672
823.645020	-56.593075
826.336670	-62.689541
829.028320	-50.513168
831.719971	-49.184669
834.411621	-42.468628
837.103271	-40.843685
839.794922	-46.107571
842.486572	-48.779163
845.178223	-44.987793
847.869873	-39.655598
850.561523	-42.243935
853.253174	-40.066505
855.944824	-39.313847
858.636475	-34.456669
861.328125	-35.697948
864.019775	-36.457340
866.711426	-41.592743
869.403076	-61.934269
872.094727	-56.650742
874.786377	-52.167442
877.478027	-65.698792
880.169678	-51.132702
882.861328	-47.963757
885.552979	-58.853077
888.244629	-52.513012
890.936279	-48.478630
893.627930	-51.103439
896.319580	-50.493202
899.011230	-43.124737
901.702881	-44.245476
904.394531	-48.544262
907.086182	-42.870338
909.777832	-44.767281
912.469482	-49.878735
915.161133	-48.274212
917.852783	-48.250576
920.544434	-54.786278
923.236084	-44.045670
925.927734	-44.589443
928.619385	-49.571648
931.311035	-46.790699
934.002686	-50.027725
936.694336	-47.641357
939.385986	-38.916862
942.077637	-38.630051
944.769287	-46.748657
947.460938	-48.222309
950.152588	-49.232365
952.844238	-50.163193
955.535889	-47.336365
958.227539	-50.533741
960.919189	-55.315826
963.610840	-51.491817
966.302490	-52.355473
968.994141	-61.861118
971.685791	-50.238194
974.377441	-47.190071
977.069092	-51.455936
979.760742	-56.692917
982.452393	-66.975464
985.144043	-54.561317
987.835693	-50.760662
990.527344	-52.537815
993.218994	-48.874939
995.910645	-55.080276
998.602295	-71.116722
1001.293945	-57.598156
1003.985596	-56.979034
1006.677246	-53.186527
1009.368896	-56.206268
1012.060547	-63.752270
1014.752197	-41.120152
1017.443848	-36.369526
1020.135498	-45.228176
1022.827148	-48.052673
1025.518799	-48.693409
1028.210449	-51.979595
1030.902100	-59.627361
1033.593750	-65.401459
1036.285400	-55.953777
1038.977051	-51.687939
1041.668701	-53.910786
1044.360352	-52.965405
1047.052002	-47.795406
1049.743652	-49.208721
1052.435303	-56.340824
1055.126953	-53.633152
1057.818604	-62.368103
1060.510254	-51.932541
1063.201904	-51.996189
1065.893555	-53.130848
1068.585205	-53.271175
1071.276855	-59.092102
1073.968506	-55.324249
1076.660156	-56.579430
1079.351807	-61.743618
1082.043457	-58.064526
1084.735107	-61.379162
1087.426758	-58.945217
1090.118408	-51.236794
1092.810059	-50.377853
1095.501709	-43.894650
1098.193359	-35.551277
1100.885010	-35.824047
1103.576660	-47.389271
1106.268311	-44.995888
1108.959961	-46.655895
1111.651611	-59.985126
1114.343262	-52.312893
1117.034912	-51.777840
1119.726563	-49.504429
1122.418213	-51.501690
1125.109863	-50.604095
1127.801514	-49.077072
1130.493164	-39.158218
1133.184814	-39.333168
1135.876465	-44.157993
1138.568115	-49.619896
1141.259766	-49.009254
1143.951416	-52.758591
1146.643066	-65.359756
1149.334717	-59.969460
1152.026367	-60.391701
1154.718018	-69.159653
1157.409668	-56.944622
1160.101318	-54.943562
1162.792969	-50.617325
1165.484619	-52.906666
1168.176270	-51.459892
1170.867920	-70.392693
1173.559570	-46.056362
1176.251221	-45.658276
1178.942871	-56.811256
1181.634521	-58.037025
1184.326172	-64.178627
1187.017822	-62.356647
1189.709473	-53.111904
1192.401123	-64.755074
1195.092773	-52.449223
1197.784424	-49.410412
1200.476074	-60.435459
1203.167725	-52.300663
1205.859375	-50.576000
1208.551025	-58.573376
1211.242676	-56.948399
1213.934326	-58.918941
1216.625977	-69.030449
1219.317627	-49.541985
1222.009277	-49.957226
1224.700928	-52.447613
1227.392578	-49.266972
1230.084229	-53.467327
1232.775879	-56.770535
1235.467529	-71.051666
1238.159180	-56.840797
1240.850830	-62.350750
1243.542480	-50.223858
1246.234131	-50.857178
1248.925781	-56.299744
1251.617432	-48.516155
1254.309082	-52.616291
1257.000732	-47.972588
