Frequency (Hz)	Level (dB)
2.691650	-60.851337
5.383301	-58.596394
8.074951	-60.359795
10.766602	-58.961056
13.458252	-58.669838
16.149902	-69.222794
18.841553	-51.334946
21.533203	-47.506035
24.224854	-51.922188
26.916504	-52.346432
29.608154	-50.011200
32.299805	-53.318520
34.991455	-55.328480
37.683105	-62.850197
40.374756	-48.396824
43.066406	-49.492638
45.758057	-58.083691
48.449707	-54.151714
51.141357	-49.454590
53.833008	-57.739502
56.524658	-56.063259
59.216309	-63.348137
61.907959	-42.366791
64.599609	-46.382206
67.291260	-52.138672
69.982910	-57.542221
72.674561	-52.364113
75.366211	-65.465813
78.057861	-52.376923
80.749512	-50.746429
83.441162	-54.603420
86.132813	-63.415543
88.824463	-56.460243
91.516113	-51.929462
94.207764	-55.694054
96.899414	-61.581425
99.591064	-47.239464
102.282715	-42.729370
104.974365	-43.870296
107.666016	-51.180130
110.357666	-51.673889
113.049316	-49.949883
115.740967	-48.613174
118.432617	-46.117893
121.124268	-39.166012
123.815918	-28.152864
126.507568	-30.223812
129.199219	-69.655342
131.890869	-44.313011
134.582520	-47.683815
137.274170	-49.706764
139.965820	-49.239407
142.657471	-36.205456
145.349121	-27.124662
148.040771	-32.094601
150.732422	-48.564583
153.424072	-47.957363
156.115723	-43.941032
158.807373	-39.138569
161.499023	-29.478720
164.190674	-14.931280
166.882324	-11.263219
169.573975	-23.768290
172.265625	-40.125957
174.957275	-43.985729
177.648926	-40.100021
180.340576	-45.830784
183.032227	-40.839279
185.723877	-29.802664
188.415527	-28.973379
191.107178	-39.066673
193.798828	-50.500751
196.490479	-40.407238
199.182129	-37.628857
201.873779	-52.913658
204.565430	-37.505680
207.257080	-26.221111
209.948730	-27.806787
212.640381	-53.776539
215.332031	-42.046577
218.023682	-38.068356
220.715332	-42.702522
223.406982	-48.053688
226.098633	-27.191826
228.790283	-19.382113
231.481934	-26.099079
234.173584	-50.546787
236.865234	-43.688274
239.556885	-33.977757
242.248535	-43.183270
244.940186	-41.256626
247.631836	-31.289738
250.323486	-27.531364
253.015137	-41.035492
255.706787	-50.509964
258.398438	-52.053604
261.090088	-44.384659
263.781738	-56.150948
266.473389	-46.922283
269.165039	-41.766132
271.856689	-45.779846
274.548340	-56.967621
277.239990	-51.834957
279.931641	-51.691360
282.623291	-48.111279
285.314941	-53.188694
288.006592	-54.672585
290.698242	-45.173443
293.389893	-44.434086
296.081543	-53.499958
298.773193	-48.532902
301.464844	-43.267555
304.156494	-56.318325
306.848145	-54.610741
309.539795	-42.455780
312.231445	-42.085197
314.923096	-47.913540
317.614746	-54.657417
320.306396	-49.909973
322.998047	-50.794868
325.689697	-40.360950
328.381348	-32.732170
331.072998	-20.173479
333.764648	-19.115221
336.456299	-38.520191
339.147949	-43.801231
341.839600	-38.177368
344.531250	-36.847889
347.222900	-49.568012
349.914551	-46.901482
352.606201	-42.037682
355.297852	-44.446121
357.989502	-61.866489
360.681152	-54.559395
363.372803	-58.930229
366.064453	-62.796677
368.756104	-49.529491
371.447754	-50.232544
374.139404	-53.541142
376.831055	-53.044441
379.522705	-64.533615
382.214355	-62.195103
384.906006	-49.838833
387.597656	-49.649292
