Frequency (Hz)	Level (dB)
2.691650	-66.786133
5.383301	-65.773354
8.074951	-66.625549
10.766602	-66.330879
13.458252	-62.976086
16.149902	-69.140686
18.841553	-62.938633
21.533203	-62.696583
24.224854	-52.394791
26.916504	-57.263241
29.608154	-61.834053
32.299805	-52.305023
34.991455	-47.964195
37.683105	-49.550388
40.374756	-48.863445
43.066406	-54.262596
45.758057	-49.452148
48.449707	-51.976204
51.141357	-46.296860
53.833008	-55.124275
56.524658	-57.947590
59.216309	-49.063892
61.907959	-45.147316
64.599609	-45.068539
67.291260	-61.653954
69.982910	-57.920303
72.674561	-52.509789
75.366211	-51.275379
78.057861	-50.959641
80.749512	-56.603939
83.441162	-49.709862
86.132813	-44.556919
88.824463	-50.210815
91.516113	-58.101238
94.207764	-47.670792
96.899414	-43.487556
99.591064	-45.129143
102.282715	-50.980446
104.974365	-39.152748
107.666016	-35.695652
110.357666	-41.820004
113.049316	-41.873749
115.740967	-39.525082
118.432617	-38.863194
121.124268	-39.980282
123.815918	-53.611614
126.507568	-27.120720
129.199219	-25.386271
131.890869	-31.356968
134.582520	-39.062180
137.274170	-37.305149
139.965820	-35.198078
142.657471	-34.899513
145.349121	-39.020302
148.040771	-32.064472
150.732422	-34.292759
153.424072	-41.297264
156.115723	-53.382637
158.807373	-68.080612
161.499023	-44.524620
164.190674	-38.635525
166.882324	-35.217537
169.573975	-36.882854
172.265625	-31.808973
174.957275	-32.817883
177.648926	-32.312534
180.340576	-37.034527
183.032227	-33.200191
185.723877	-31.148582
188.415527	-37.775181
191.107178	-37.282433
193.798828	-38.663284
196.490479	-35.551937
199.182129	-31.621628
201.873779	-33.950367
204.565430	-30.601963
207.257080	-25.305000
209.948730	-17.673880
212.640381	-10.282672
215.332031	-15.951955
218.023682	-27.937048
220.715332	-27.281300
223.406982	-30.042063
226.098633	-32.824669
228.790283	-37.751186
231.481934	-39.142830
234.173584	-33.058044
236.865234	-36.507996
239.556885	-43.671078
242.248535	-49.270500
244.940186	-46.585201
247.631836	-46.611610
250.323486	-36.672028
253.015137	-40.450211
255.706787	-40.892803
258.398438	-43.304138
261.090088	-41.573853
263.781738	-46.071396
266.473389	-55.486012
269.165039	-42.930046
271.856689	-37.439926
274.548340	-39.275967
277.239990	-57.941238
279.931641	-51.356960
282.623291	-49.938850
285.314941	-43.750038
288.006592	-42.447834
290.698242	-41.113258
293.389893	-26.153635
296.081543	-17.625698
298.773193	-23.963045
301.464844	-30.068508
