Frequency (Hz)	Level (dB)
2.691650	-62.524822
5.383301	-62.088608
8.074951	-66.029182
10.766602	-66.191475
13.458252	-64.769127
16.149902	-61.251186
18.841553	-57.848110
21.533203	-59.292946
24.224854	-52.755337
26.916504	-58.855553
29.608154	-47.160858
32.299805	-50.669548
34.991455	-54.172737
37.683105	-48.936016
40.374756	-46.621437
43.066406	-44.183113
45.758057	-54.162697
48.449707	-53.101639
51.141357	-44.149612
53.833008	-50.643574
56.524658	-51.291622
59.216309	-44.901978
61.907959	-40.625481
64.599609	-44.495010
67.291260	-53.672531
69.982910	-54.438671
72.674561	-60.353378
75.366211	-60.705730
78.057861	-52.986099
80.749512	-46.864265
83.441162	-45.163235
86.132813	-46.525497
88.824463	-47.866093
91.516113	-46.484264
94.207764	-47.375515
96.899414	-45.270130
99.591064	-37.298592
102.282715	-39.309471
104.974365	-34.966705
107.666016	-40.573711
110.357666	-46.647709
113.049316	-46.899910
115.740967	-47.981075
118.432617	-41.595089
121.124268	-43.556683
123.815918	-30.651922
126.507568	-25.358736
129.199219	-35.400200
131.890869	-34.590065
134.582520	-52.292927
137.274170	-41.581196
139.965820	-38.952278
142.657471	-31.118124
145.349121	-30.446253
148.040771	-28.548510
150.732422	-29.109282
153.424072	-29.206921
156.115723	-30.261637
158.807373	-29.737068
161.499023	-30.987545
164.190674	-35.057728
166.882324	-28.239122
169.573975	-33.765804
172.265625	-40.412178
174.957275	-33.977882
177.648926	-30.140186
180.340576	-40.278305
183.032227	-39.928619
185.723877	-38.401440
188.415527	-28.177740
191.107178	-25.768566
193.798828	-27.052319
196.490479	-28.639490
199.182129	-37.310860
201.873779	-35.468185
204.565430	-32.801292
207.257080	-29.966352
209.948730	-22.581699
212.640381	-28.021832
215.332031	-23.963881
218.023682	-34.365665
220.715332	-33.082756
223.406982	-24.794041
226.098633	-15.266741
228.790283	-16.954456
231.481934	-23.023235
234.173584	-20.440535
236.865234	-30.769806
239.556885	-27.630898
242.248535	-29.748034
244.940186	-33.255726
247.631836	-46.641258
250.323486	-33.352268
253.015137	-35.684784
255.706787	-39.096649
258.398438	-38.663067
261.090088	-39.879593
263.781738	-44.983814
266.473389	-37.691269
269.165039	-35.346733
271.856689	-34.588589
274.548340	-34.923031
277.239990	-41.087700
279.931641	-39.821415
282.623291	-36.832569
285.314941	-41.130295
288.006592	-45.657154
290.698242	-57.843731
293.389893	-47.556599
296.081543	-35.185993
298.773193	-32.816975
301.464844	-34.306416
304.156494	-30.119692
306.848145	-25.727579
309.539795	-45.320332
312.231445	-28.107243
314.923096	-22.283134
317.614746	-19.536379
