Frequency (Hz)	Level (dB)
2.691650	-54.362103
5.383301	-55.582947
8.074951	-54.037903
10.766602	-63.145401
13.458252	-57.215916
16.149902	-57.365803
18.841553	-58.454655
21.533203	-66.574333
24.224854	-70.054764
26.916504	-51.926140
29.608154	-51.544643
32.299805	-52.008186
34.991455	-54.519215
37.683105	-62.054203
40.374756	-49.599236
43.066406	-48.157234
45.758057	-55.107021
48.449707	-54.914665
51.141357	-53.622280
53.833008	-55.747303
56.524658	-52.448696
59.216309	-50.235332
61.907959	-43.380539
64.599609	-49.273041
67.291260	-53.268017
69.982910	-60.448570
72.674561	-59.587452
75.366211	-61.748932
78.057861	-67.777626
80.749512	-51.489952
83.441162	-44.893494
86.132813	-49.000847
88.824463	-52.108242
91.516113	-50.826473
94.207764	-52.538456
96.899414	-53.692204
99.591064	-49.287296
102.282715	-41.028011
104.974365	-43.676502
107.666016	-54.021770
110.357666	-52.419746
113.049316	-46.716145
115.740967	-46.752548
118.432617	-54.294479
121.124268	-46.724804
123.815918	-27.882467
126.507568	-27.487694
129.199219	-35.710106
131.890869	-38.687550
134.582520	-47.511837
137.274170	-35.419975
139.965820	-43.060135
142.657471	-39.895393
145.349121	-27.117617
148.040771	-30.236078
150.732422	-47.154472
153.424072	-40.392731
156.115723	-44.697502
158.807373	-47.214420
161.499023	-42.934917
164.190674	-42.875771
166.882324	-33.652149
169.573975	-37.998848
172.265625	-65.205513
174.957275	-39.366810
177.648926	-32.545807
180.340576	-44.730427
183.032227	-34.337345
185.723877	-37.690620
188.415527	-43.971401
191.107178	-31.294863
193.798828	-27.842531
196.490479	-21.523880
199.182129	-22.711609
201.873779	-23.749992
204.565430	-21.495440
207.257080	-25.217033
209.948730	-25.034594
212.640381	-22.356823
215.332031	-28.490772
218.023682	-37.891838
220.715332	-31.789261
223.406982	-37.875629
226.098633	-30.244268
228.790283	-20.846443
231.481934	-23.478659
234.173584	-35.304779
236.865234	-37.555908
239.556885	-42.029835
242.248535	-40.650295
244.940186	-43.737869
247.631836	-32.255409
250.323486	-26.273777
253.015137	-29.579807
255.706787	-29.977493
258.398438	-20.050642
261.090088	-19.788078
263.781738	-32.115383
266.473389	-43.558712
269.165039	-58.439953
271.856689	-40.995148
274.548340	-42.718197
277.239990	-48.093307
279.931641	-53.712151
282.623291	-47.732140
285.314941	-51.290653
288.006592	-41.518600
290.698242	-50.889069
293.389893	-43.553543
296.081543	-43.283039
298.773193	-55.723827
301.464844	-48.048851
304.156494	-57.179066
306.848145	-42.714912
309.539795	-50.122887
312.231445	-37.284050
314.923096	-37.809788
317.614746	-40.682934
320.306396	-48.934116
322.998047	-50.964859
325.689697	-46.171467
328.381348	-43.415726
331.072998	-41.221848
333.764648	-42.848408
336.456299	-43.147995
339.147949	-49.775841
341.839600	-51.221245
344.531250	-41.781769
347.222900	-46.884941
349.914551	-51.813812
