Frequency (Hz)	Level (dB)
2.691650	-60.450142
5.383301	-75.469902
8.074951	-58.779186
10.766602	-58.099342
13.458252	-63.216759
16.149902	-67.951653
18.841553	-57.800007
21.533203	-53.094105
24.224854	-84.385811
26.916504	-56.914501
29.608154	-54.319798
32.299805	-53.996674
34.991455	-55.107796
37.683105	-54.519756
40.374756	-57.657814
43.066406	-52.621777
45.758057	-53.869461
48.449707	-51.344292
51.141357	-46.371449
53.833008	-50.448082
56.524658	-51.735943
59.216309	-50.111118
61.907959	-39.499172
64.599609	-45.130287
67.291260	-61.927994
69.982910	-60.052906
72.674561	-52.836369
75.366211	-62.148373
78.057861	-72.177010
80.749512	-53.685001
83.441162	-48.157013
86.132813	-56.507385
88.824463	-55.797520
91.516113	-54.760605
94.207764	-60.989330
96.899414	-66.520500
99.591064	-47.743999
102.282715	-41.923428
104.974365	-42.136089
107.666016	-49.039600
110.357666	-51.261028
113.049316	-56.055294
115.740967	-46.720356
118.432617	-48.788425
121.124268	-40.186806
123.815918	-27.277754
126.507568	-27.323753
129.199219	-38.683857
131.890869	-48.023453
134.582520	-48.640495
137.274170	-41.508251
139.965820	-61.476841
142.657471	-35.400333
145.349121	-24.694576
148.040771	-29.890268
150.732422	-42.035633
153.424072	-38.443993
156.115723	-50.307545
158.807373	-38.263493
161.499023	-25.463064
164.190674	-15.428757
166.882324	-15.605457
169.573975	-30.317921
172.265625	-36.435478
174.957275	-36.001228
177.648926	-39.062397
180.340576	-47.469078
183.032227	-39.203308
185.723877	-28.088558
188.415527	-27.208149
191.107178	-34.386509
193.798828	-38.781570
196.490479	-45.814766
199.182129	-44.835255
201.873779	-43.209496
204.565430	-34.900501
207.257080	-27.862526
209.948730	-30.642252
212.640381	-41.518837
215.332031	-49.893906
218.023682	-41.090210
220.715332	-42.282684
223.406982	-38.624680
226.098633	-24.436167
228.790283	-18.253838
231.481934	-23.358681
234.173584	-33.022594
236.865234	-41.039433
239.556885	-39.756660
242.248535	-43.008247
244.940186	-52.302200
247.631836	-29.769712
250.323486	-25.979912
253.015137	-35.222061
255.706787	-51.839550
258.398438	-61.904015
261.090088	-49.564251
263.781738	-49.659492
266.473389	-62.226131
269.165039	-52.698261
271.856689	-55.572639
274.548340	-55.023090
277.239990	-50.847832
279.931641	-54.499001
282.623291	-51.703003
285.314941	-56.803986
288.006592	-45.979668
290.698242	-46.396133
293.389893	-58.179943
296.081543	-60.688488
298.773193	-47.171997
301.464844	-39.922993
304.156494	-41.731735
306.848145	-29.044931
309.539795	-26.554993
312.231445	-30.872433
314.923096	-33.388203
317.614746	-35.408981
320.306396	-42.187527
322.998047	-40.304604
325.689697	-34.024372
328.381348	-25.978741
331.072998	-21.896574
333.764648	-24.105246
336.456299	-33.413139
339.147949	-40.731979
341.839600	-48.925808
344.531250	-54.488918
347.222900	-55.713718
349.914551	-52.585766
352.606201	-41.943474
355.297852	-39.243332
357.989502	-46.713924
360.681152	-48.931019
363.372803	-53.102150
366.064453	-51.088646
368.756104	-55.771259
371.447754	-59.496124
374.139404	-50.017792
376.831055	-60.639023
379.522705	-56.451778
382.214355	-56.239410
384.906006	-55.257919
387.597656	-52.439766
390.289307	-65.129616
392.980957	-58.267460
395.672607	-55.447041
398.364258	-54.216839
401.055908	-58.695457
403.747559	-52.395889
406.439209	-51.538857
409.130859	-60.592010
411.822510	-54.702778
414.514160	-44.812473
417.205811	-40.675838
419.897461	-51.702091
422.589111	-62.790691
425.280762	-59.983295
427.972412	-54.927238
430.664063	-59.501125
433.355713	-70.214577
436.047363	-51.645962
438.739014	-49.104073
441.430664	-53.095100
444.122314	-53.790577
446.813965	-59.407639
449.505615	-49.101910
452.197266	-55.204918
454.888916	-56.417198
457.580566	-45.198421
460.272217	-49.438618
462.963867	-55.007496
465.655518	-64.410133
468.347168	-51.591862
471.038818	-59.540146
473.730469	-62.801903
476.422119	-65.349564
479.113770	-50.547264
481.805420	-58.271114
484.497070	-50.773304
487.188721	-56.906822
489.880371	-49.680187
492.572021	-44.303074
495.263672	-40.742550
497.955322	-38.121838
500.646973	-41.826950
503.338623	-54.182617
506.030273	-57.271461
508.721924	-56.609760
511.413574	-62.807766
514.105225	-68.261284
516.796875	-60.106907
519.488525	-50.053600
522.180176	-51.449833
524.871826	-62.459305
527.563477	-69.895882
530.255127	-58.646847
532.946777	-65.181633
535.638428	-57.983990
538.330078	-61.511055
541.021729	-53.222530
543.713379	-55.820610
546.405029	-62.160946
549.096680	-63.885811
551.788330	-70.265503
554.479980	-75.106056
557.171631	-69.514870
559.863281	-62.694347
562.554932	-62.587662
565.246582	-62.536514
567.938232	-67.534805
570.629883	-60.346523
573.321533	-54.510498
576.013184	-58.382679
578.704834	-66.215355
581.396484	-66.137306
584.088135	-66.269463
586.779785	-83.251984
589.471436	-67.788254
592.163086	-75.082565
594.854736	-58.907215
597.546387	-59.840816
600.238037	-54.160931
602.929688	-48.883850
605.621338	-50.152832
608.312988	-60.982327
611.004639	-63.378838
613.696289	-64.695641
616.387939	-58.978352
619.079590	-61.486839
621.771240	-56.714085
624.462891	-52.912785
627.154541	-57.519562
629.846191	-65.907166
632.537842	-74.652649
635.229492	-67.194107
637.921143	-61.728203
640.612793	-67.583466
643.304443	-67.888855
645.996094	-59.050114
648.687744	-63.062809
651.379395	-76.425888
654.071045	-66.905296
656.762695	-55.354771
659.454346	-57.061745
662.145996	-53.463692
664.837646	-47.909832
667.529297	-52.866493
670.220947	-62.179173
672.912598	-61.281990
675.604248	-57.347702
678.295898	-50.250355
680.987549	-70.175186
683.679199	-56.481831
686.370850	-55.712048
689.062500	-63.122765
691.754150	-66.986443
694.445801	-60.304588
697.137451	-59.021816
699.829102	-51.871426
702.520752	-55.789371
705.212402	-58.860802
707.904053	-60.900078
710.595703	-71.328300
713.287354	-57.532845
715.979004	-53.993587
718.670654	-48.720997
721.362305	-52.314014
724.053955	-56.953163
726.745605	-53.346107
729.437256	-56.867043
732.128906	-68.928261
734.820557	-57.450363
737.512207	-53.999851
740.203857	-50.478268
742.895508	-55.762875
745.587158	-58.975269
748.278809	-54.184231
750.970459	-55.380661
753.662109	-67.481903
756.353760	-65.129768
759.045410	-69.905899
761.737061	-56.470455
764.428711	-60.982609
767.120361	-62.059769
769.812012	-62.423916
772.503662	-64.353752
775.195313	-68.195282
777.886963	-69.158340
780.578613	-69.558311
783.270264	-67.034966
785.961914	-69.636650
788.653564	-60.260677
791.345215	-60.660313
794.036865	-65.788582
796.728516	-64.198135
799.420166	-62.341476
802.111816	-74.220848
804.803467	-74.056404
807.495117	-63.126301
810.186768	-63.672878
812.878418	-66.510345
815.570068	-63.745529
818.261719	-65.600479
820.953369	-66.435654
823.645020	-62.390583
826.336670	-62.584663
829.028320	-60.538563
831.719971	-60.534409
834.411621	-58.255047
837.103271	-60.410187
839.794922	-64.785950
842.486572	-65.714134
845.178223	-63.260498
847.869873	-67.289421
850.561523	-61.619438
853.253174	-64.939819
855.944824	-76.547569
858.636475	-76.388504
861.328125	-70.589760
864.019775	-71.116653
866.711426	-68.498581
869.403076	-63.831848
872.094727	-59.661510
874.786377	-58.938877
877.478027	-62.329216
880.169678	-76.904701
882.861328	-63.671345
885.552979	-60.418427
888.244629	-69.632309
890.936279	-61.414204
893.627930	-56.498718
896.319580	-56.394928
899.011230	-58.789780
901.702881	-77.686447
904.394531	-66.859962
907.086182	-59.882229
909.777832	-63.353981
912.469482	-65.257004
915.161133	-60.248615
917.852783	-63.022289
920.544434	-58.631939
923.236084	-59.761127
925.927734	-69.094307
928.619385	-60.516224
931.311035	-68.754471
934.002686	-71.446846
936.694336	-65.903053
939.385986	-60.548199
942.077637	-60.255516
944.769287	-70.742203
947.460938	-64.018509
950.152588	-67.854477
952.844238	-63.314896
955.535889	-66.900269
958.227539	-64.380424
960.919189	-70.779289
963.610840	-76.688263
966.302490	-66.501480
968.994141	-65.186691
971.685791	-67.166512
974.377441	-62.546768
977.069092	-63.370651
979.760742	-81.483345
982.452393	-76.162430
985.144043	-79.069191
987.835693	-79.018036
990.527344	-64.785355
993.218994	-90.735970
995.910645	-71.734703
998.602295	-66.559296
1001.293945	-64.264244
1003.985596	-66.326523
1006.677246	-70.885719
1009.368896	-62.376831
1012.060547	-59.677803
1014.752197	-72.709503
1017.443848	-69.885178
1020.135498	-61.624882
1022.827148	-60.471687
1025.518799	-62.009647
1028.210449	-70.193680
1030.902100	-65.491692
1033.593750	-65.629471
1036.285400	-68.750641
1038.977051	-63.952518
1041.668701	-65.812523
1044.360352	-64.092453
1047.052002	-64.144409
1049.743652	-67.573074
1052.435303	-60.363850
1055.126953	-69.754532
1057.818604	-63.893040
1060.510254	-61.143970
1063.201904	-62.232273
1065.893555	-67.137703
1068.585205	-70.494202
1071.276855	-74.977303
1073.968506	-73.182655
1076.660156	-78.454521
1079.351807	-75.958282
1082.043457	-81.864899
1084.735107	-76.351418
1087.426758	-74.984581
1090.118408	-74.936264
1092.810059	-68.214111
1095.501709	-69.300003
1098.193359	-76.189697
1100.885010	-68.808296
1103.576660	-75.668930
1106.268311	-80.499092
1108.959961	-83.523880
1111.651611	-74.375031
1114.343262	-66.632294
1117.034912	-68.013519
1119.726563	-69.848541
1122.418213	-69.399567
